artist_a,artist_b,artist_a_key,artist_b_key,category,affinity_score,difficulty_score,shared_traits,conflict_signals,effect_on_prompt_generation,what_models_struggle_with,inference_basis
Rachel Ruysch,Utagawa Hiroshige,rachel_ruysch,utagawa_hiroshige,complementary,28,29,['smooth polished finish'],[],Prompt can fuse shared smooth polished finish with organic flowing forms and graphic/print discipline and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Rachel Ruysch,Vassily Kandinsky,rachel_ruysch,vassily_kandinsky,tense-but-usable,0,66,[],['organic flow vs geometric reduction'],"Prompt should assign ownership explicitly, usually letting one artist drive organic flowing forms and the other drive abstraction/geometric reduction. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold organic flow vs geometric reduction at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Rachel Ruysch,Vincent Van Gogh,rachel_ruysch,vincent_van_gogh,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Rachel Ruysch,William-Adolphe Bouguereau,rachel_ruysch,william_adolphe_bouguereau,complementary,29,28,['smooth polished finish'],[],Prompt can fuse shared smooth polished finish with organic flowing forms and grounded realism and portrait-first staging. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Rachel Ruysch,William Blake,rachel_ruysch,william_blake,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Rachel Ruysch,Winslow Homer,rachel_ruysch,winslow_homer,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Raphael,Rembrandt van Rijn,raphael,rembrandt_van_rijn,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Raphael,Salvador Dalí,raphael,salvador_dali,tense-but-usable,38,68,"['ideal beauty', 'smooth polished finish']","['literal depiction vs dream-symbol logic', 'story-illustration simplification vs pure observational realism']","Prompt should assign ownership explicitly, usually letting one artist drive grounded realism and the other drive symbolic or dream logic and illustrative storytelling. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold literal depiction vs dream-symbol logic and story-illustration simplification vs pure observational realism at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Raphael,Sandro Botticelli,raphael,sandro_botticelli,tense-but-usable,63,62,"['ideal beauty', 'serenity', 'smooth polished finish']","['literal depiction vs dream-symbol logic', 'story-illustration simplification vs pure observational realism']","Prompt should assign ownership explicitly, usually letting one artist drive grounded realism and the other drive symbolic or dream logic and line-led drawing control. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold literal depiction vs dream-symbol logic and story-illustration simplification vs pure observational realism at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Raphael,Tamara de Lempicka,raphael,tamara_de_lempicka,tense-but-usable,18,56,['smooth polished finish'],['literal depiction vs abstract reduction'],"Prompt should assign ownership explicitly, usually letting one artist drive grounded realism and the other drive abstraction/geometric reduction and portrait-first staging. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold literal depiction vs abstract reduction at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Raphael,Théodore Géricault,raphael,theodore_gericault,complementary,31,27,['grounded realism'],[],Prompt can fuse shared grounded realism with grounded realism and grounded realism. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Raphael,Thomas Cole,raphael,thomas_cole,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Raphael,Utagawa Hiroshige,raphael,utagawa_hiroshige,complementary,86,18,"['ideal beauty', 'serenity', 'smooth polished finish']",[],"Prompt can fuse shared ideal beauty, serenity with grounded realism and graphic/print discipline and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Raphael,Vassily Kandinsky,raphael,vassily_kandinsky,tense-but-usable,0,66,[],['literal depiction vs abstract reduction'],"Prompt should assign ownership explicitly, usually letting one artist drive grounded realism and the other drive abstraction/geometric reduction. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold literal depiction vs abstract reduction at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Raphael,Vincent Van Gogh,raphael,vincent_van_gogh,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
